__filename__,CODEST,MC_AUTO,CODEMC,__id__,CLIP,CODELI,TEXT,CODESII
tekno_complete,1,0,1,1074,3,1,"Even though the student didn't get the right answer right away the teacher asked the student to explain his thinking.  In doing so the teacher was able to see where the student went wrong. The number of dashes along the race line is not indicative of the number of legs of the race.  This was the student's misunderstanding. Although the teacher directed the student to find the right number the actual fraction of the first leg of the race was never stated and I wasn't sure whether the student really and actually understood what the difference was and why 3 was better than 4.""""",0
tekno_complete,1,0,1,1075,3,1,"I think I would make sure that I demonstrated a similar problem before trying to get students to master this content on their own. She really had to work to make the student come to realize that the first example 3 runners is asking him to show that each runner will run1/3 of the race. When he first started to draw he did not break up the line into three equal parts but after a bit of direction the students realized that it was asking him to draw a representation of thirds and he I am assuming was able to use that logic to represent the other fractional parts on the rest of his worksheet.""""",1
tekno_complete,,0,,1076,3,,,
tekno_complete,0,0,1,1077,3,1,"I really liked this teacher's method of using the number line to represent fractional parts.  I wish more teachers would use it.  The student made a common mistake of counting the """"tic"""" marks instead of the parts.  The teacher immediately knew this and calmly and patiently  guided the child to talk and think it out to see the parts.  Nice  activity nice job !""""",0
tekno_complete,0,1,0,1078,3,0,teacher allowed the student to think and discuss their thinking then guided student by correcting students analysis.,0
tekno_complete,1,1,0,1079,3,0,she did not help him enough. the student was having problems and she was not helpful enough to push him to an answer.,0
tekno_complete,0,1,0,1080,3,0,"giving them something to work on helps them to """"broaden"""" their thinking and """"think outside the box"""" and going from child to child helping them out independently will help them to understand better.""""",0
tekno_complete,1,None,1,1081,3,1,Asking how many parts in a race (or line) is a good way to teach students how to visualize or clarify in this problem.,0
tekno_complete,0,1,2,1082,3,1,I like this sort of interaction for the students. I find number lines can be difficult for students without implementing good visualization attachments.  I also like the idea of putting the students into the problem by making them feel a part of the relay race. I think such visual math is best taught with verbal interaction as the words become the numbers on the line and the students can talk the problem through to its conclusion. I commend this teacher for not forgetting to bring hard copy to the table and for realizing that math can have words and pictures...not just numbers.,0
tekno_complete,,1,,1083,3,,,
tekno_complete,1,0,1,1084,3,1,The teacher illicit the student's thoughts and waited patiently for student to respond.  She spoke about it  in terms of a race that  is relevant to the student.  Then the race was connected to the mathematical concept.  Then the student was asked to justify  his answer.  Through deliberate question the teacher was able to clear up a misconception between parts and the number of lines.,0
tekno_complete,0,0,0,1085,3,0,The teacher gets down to the students level to talk to them.  She has the students explain the problem to her instead of her explaining the problem to the students.,0
tekno_complete,0,0,0,1086,3,0,"The teacher started off by asking the student what he was thinking.  After no response the teacher prompted the student. The teacher showed an interest by asking his thinking.  The teacher guided the student through the problem and encouraged him to come up with a solution""""",0
tekno_complete,0,1,1,1087,3,2,"The teacher asks guiding questions allowing the student to make conjectures and possibly incorrect ones then following up with more questions to get the student to explain his thinking so that she would know what questions to ask next so that he could notice what won't work well.  When she sees that he is counting the dividing marks for each race segment rather than the segments themselves she asks him to show where each segment is shown on the line.  She allows him to work through the math while she helps him to see what to do next without SHOWING him or doing the work for him.""""",0
tekno_complete,0,1,0,1088,3,0,Very clear teaching method,0
tekno_complete,0,1,0,1089,3,1,I like how she leads him to answer the question himself.  I didn't like how she allowed him to answer incorrectly and walk away without further discussion.,1
tekno_complete,0,1,0,1090,3,0,I did not think the teacher's explanation was terribly clear.,0
tekno_complete,1,0,1,1091,3,1,"The teacher used questions to guide the student towards understanding the need to use fractions to answer the problem.  She avoided telling the student what he was to do or what the answer should look like.  She encouraged approximation through the use of terms like """"almost"""" and """"close enough.""""  When the student responded incorrectly to her question she asked him to """"tell (her) about (his) thinking"""" as a way to guide him towards recognizing his error.  She also encouraged him to rethink his understanding by asking him to use his fingers as a concrete tool to clarify the number of parts in the fraction.""""",0
tekno_complete,,1,,1092,3,,,
tekno_complete,1,0,1,1093,3,0,"Teacher gets child to see the difference between two indicators on a number line as being a part of the overall distance.  As child explains his thinking learning is achieved.""""",0
tekno_complete,0,0,1,1094,3,1,"The teacher was fairly helpful in teaching this child how to write the fraction but I thought that she could have scaffolded in a better manner.  For example the teacher asked how many legs of the race their were and the child responded with """"three.""""  Rather than saying """"If that's what you think ..."""" She could have said """"great job!""""""""",1
tekno_complete,,0,,1095,3,,,
tekno_complete,0,None,0,1096,3,1,"The teacher tries to understand the student's thinking which is really good.  The teacher asks the student to explain how he comes up with his answers.  The teacher asks good open ended questions and allows the student to come up with an answer on his own without too much guiding.""""",0
tekno_complete,,1,,1097,3,,,
tekno_complete,0,1,1,1098,3,1,"Now this teacher was excellent! She did not give hints but had the student explain their thinking. She kept asking him to finger the sections of the race when his reasoning was incorrect. Even when he changed his answer she did not tell him right or wrong.   I liked how the student had to use their hands to do this activity! I thought the line of questioning was also very good especially how she broke up the problem into bits of information. I think it made it easier to grasp the concept.""""",0
tekno_complete,1,1,1,1099,3,0,The teacher is teaching fractions on a number line but realizes the student doesn't understand have a grasp of the number line.   She is able to determine the student's thinking  and  guide him towards a solution.,0
tekno_complete,0,1,0,1100,3,0,teacher using every day activities to show fraction usage.,0
tekno_complete,1,1,0,1101,3,1,"She asks questions to help the student  figure out the problem. When he is incorrect she asks him what he is thinking so she can figure out how he is arriving at the incorrect answer. She then teaches him a method to figure out the problem correctly.""""",0
tekno_complete,0,0,0,1102,3,0,This is a good method to use when teaching students. I teach it in my classroom.,0
tekno_complete,,1,,1103,3,,,
tekno_complete,0,1,1,1104,3,0,The teacher tried to show the student's mistake in counting how many dots there were (4) was incorrect: it was rather looking at how many sections the four dots broke down into (3).,0
tekno_complete,,0,,1105,3,,,
tekno_complete,1,0,1,1106,3,1,The teacher let the student express their thinking around the problem and guided them to discover the correct answer. Using his fingers to show the different parts of the race was an effective strategy. I would guess that he'd be able to recreate it on the next problem.,0
tekno_complete,1,2,0,1107,3,0,I use this methodology in my classroom because the students tend to relate to it very well. Teacher did a fine job.,0
tekno_complete,0,1,0,1108,3,1,Here teacher repeatedly asked student to explain his thinking. She helped redirect by asking another question to help him see where he was going.  But she didn't tell him the answer.  She clearly was helping him to learn how to reason through and analyze a problem by checking for understanding not rote memorizing of some fact.,0
tekno_complete,1,0,1,1109,3,0,"The student explains to the teacher how much of the number line each of 3 runners will run in a relay race.  When the teacher asks for a number name or a fraction for the portion of the race completed by each runner the student's misconceptions are revealed.  The student struggles with the idea of a fraction and counts the marks on the number line.  With careful questioning by the teacher the student is guided into the early understanding of fractions on the number line.""""",0
tekno_complete,0,1,0,1110,3,1,the teacher helps the student by having him talk through the thinking process. She is able to see where he is coming from and address misconceptions. She uses visual and verbal cues while asking leading questions.,0
tekno_complete,0,1,0,1111,3,0,I am not able to mark on the PDF attachment.,0
tekno_complete,0,0,0,1112,3,0,Awesome job...she seemed comfortable explaining...and so did the student.,0
tekno_complete,0,2,1,1113,3,0,I liked the way the teacher guided the student away from his incorrect notion of the number of parts to the race.,0
tekno_complete,1,1,1,1114,3,1,"When the student had trouble confusing the number of marks on the line with the sections the line was divided into the teacher used proper questioning techniques that led the student to focus on the number of parts rather than on the sectional marks on the line.  She could have easily shown him how many parts there were and counted them for him but instead she guided his thinking for him to discover with his own fingers that 1/3 was the fraction each student was to run.""""",1
tekno_complete,1,None,1,1115,3,0,"The student was at first saying each runner completed 1/4 of the race.  Through questioning the teacher made him realize there were three parts to the race and each runner ran 1/3 of the total.""""",0
tekno_complete,0,2,0,1116,3,0,she worked well with the students,0
tekno_complete,0,0,0,1117,3,0,not enough guidance to get him to where he needed to be,0
tekno_complete,1,1,1,1118,3,0,"The teacher asks the student what portion of the race each person ran along the number line. Since there are four marks on the line the student first mistakenly responds 1/4. Then the teacher teaches him that this is wrong by asking him what portion of the race each person runs. The student then understands that there are 3 portions to the race. So he will most likely then understand that each person runs 1/3 of the race.""""",0
tekno_complete,0,0,1,1119,3,0,this tells about the understanding of fractions in a line by having  assumption of race and the players cover in the distance,0
tekno_complete,0,None,0,1120,3,1,"I like how she said """"tell me what you are thinking so far"""" rather than just telling him what to do.  She asked him lots of questions rather than the student asking the questions.  She used lots of math terminology such as fraction number name distance etc.  She said Tell me about your thinking which forced the student to explain his methodology for solving the problem.""""",0
tekno_complete,1,0,0,1121,3,0,"The teacher prompts the student to answer the problem then has the student trace the answer with his finger. The student acknowledges his answer is not correct but does not feel compelled to adjust it.""""",0
tekno_complete,,1,,1122,3,,,
tekno_complete,0,1,0,1123,3,0,This was exhausting to watch. Teacher became easily flabbergasted by the teaching component.,0
tekno_complete,0,1,1,1124,3,1,"Again the teacher asks open ended questions that allow for the student to explain his thought processes.  Even when he incorrectly guesses 1/4 she asks him to explain himself.  Sometimes math concepts are hard to grasp so she asks him to physically show her each leg of the race.  This leads him to the correct answer of 1/3.""""",0
tekno_complete,1,1,1,1125,3,2,"I LOVE how the teacher starts by asking the student to tell her what he's thinking!  The way she leads the student to come up with 1/3 for each runner is impressive.  She does not give any answers that I can see and she never touches the student's paper with a pencil.  She lets the student do everything himself and self-correct when he wants.   Again I love it when she asks the student to tell her about his thinking.  Toward the end of the clip when she does this it is crystal clear why the student initially comes up with 1/4.  Eventually the student arrives at the correct answer of 1/3.""""",0
tekno_complete,1,None,0,1126,3,2,The teacher provided students appropriate wait time to do the cognitive work himself rather than telling him the solution or the procedures right from the start.  The teacher allowed the student to express his thinking to address the misconception from the start by having the student explain his reasoning to her.  This allowed him to discover his mistake in reasoning and probably will enhance his understanding of fractions.,0
tekno_complete,0,0,0,1127,3,1,"The teacher does a good job in having the student figure out the answer instead of just telling it to him.  She is patient and lets him explain his reasoning but she guides him towards discovering the correct answer.""""",0
tekno_complete,0,0,1,1128,3,0,I think she did a good job in explaining the part that the runner has to run. great and thoughtful,0
tekno_complete,0,1,0,1129,3,0,"Teacher is asking a lot of questions encouraging student to work.""""",0
tekno_complete,0,0,0,1130,3,0,I like the idea of the teacher encouraging the student to come up with the answers and understand where he is going wrong to explain better,0
tekno_complete,1,1,1,1131,3,1,"The teacher begins by asking about the student's thinking. She lets him wrestle with the idea/concept while he divides up the line into three parts for the three runners.   He is then confused about the fraction name for those parts and wants to use fourths as there are four hash marks.   To get him to see his misconception she has him show the different parts of the race and the student is still unsure but now thinks it has three parts instead of four.   Throughout the clip the teacher uses questions and asks the student to explain his thinking for an answer to get at the student's understanding.""""",0
tekno_complete,1,0,1,1132,3,1,"The teacher began by trying to find out how the student was thinking about the problem so far.  When he didn't respond in a couple of seconds she began to ask probing questions to lead him to some action on the worksheet.  This clip shows a bit more of the child's thinking than the other two clips.  By listening to him the teacher could tell that he was concentrating on the number of marks on the number line (4 for 3 runners) rather than the number of equal parts the whole had been broken into.  When he answered incorrectly to her request for a fraction (1/4) she directed him to a method that would help him concentrate on the relevant part of the sketch.  This teacher would not have known where some of the student's misunderstanding was occurring if she had not probed his thinking with her questions to him.""""",0
tekno_complete,1,0,0,1133,3,1,Teacher tries to guide student into finding the answer by himself.  Teacher poses questions to student.  When student is answering incorrect she tries to guide him by having him response to probing questions.  It would have been helpful is teacher would have rephrased her questions using alternative vocabulary.  This might have given the student alternative ways that might have helped to understand the question.,1
tekno_complete,1,1,1,1134,3,1,"In this case the teacher uses strategic questions to probe the student's thinking about fractions. She uses wait time to allow the student to formulate and produce his response. The student responds by making his thinking public at which point misunderstandings emerge. For example he shows that he is counting """"marks"""" rather than """"space"""" or distance to determine the total number. The teacher guides him to use his fingers to interpret his drawing and realize the misconception. Excellent instructional model here.   jcaudle""""",0
tekno_complete,1,1,1,1135,3,1,"The student has a hard time starting.  She was very patient and had him start with the basics.  She let him walk through the problem.  Then when he needed to analyze it for the solution she asked the same question in multiple ways so that he could actually represent the solution physically (the finger on the parts) before seeing the solution.""""",0
tekno_complete,1,None,1,1136,3,1,"The teacher first clarifies the problem and then begins to ask small questions to lead the student's thinking.  She asked the student to represent the distance that one runner runs as a fraction - he replies and then she asks him to explain His thinking.  Jorge incorrectly thought there were four parts of the race and so the teacher tells him to use his fingers to show her the parts of the race and then he is able to correct himself.""""",0
tekno_complete,1,1,1,1137,3,2,"The teacher let the student flounder a lot.  She certainly gave him enough time to think!  It was pretty apparent early on that he didn't understand that the number line should be divided into thirds not fourths.  While I agree with the teacher when she said """"Tell me what you're thinking"""" on the other hand she could have helped his thinking along a lot quicker. To me it only reinforced his faulty logic to make him continue to explain it when she knew he was wrong.  When the student finally answered correctly (""""There are three parts of the race"""") I felt that the teacher should have been more encouraging (""""Yes that's right!"""") instead of saying """"If that's what you think...""""""""",1
tekno_complete,1,0,0,1138,3,2,"I like this problem.  It gets the kids thinking about fractions in real life situations.  The teacher is very patient with the student.  She has very appropriate pauses and doesn't rush the student into an answer.  The kid is really thinking about the problem and coming up with his own answer.  Great leading questions by the teacher!  Tell me about your thinking!!!  This is a great way to not give the answer away and have the student use metacognition.  If that's what you think write it down.  She really makes the student take ownership of their thinking.""""",0
tekno_complete,,None,,1139,3,,,
tekno_complete,1,1,1,1140,3,0,"This is a very good problem for teaching fractions on a number line.  She lets him make the marks and decisions which is good for Jorge.  It's good that she makes him think about if the lines are equal distance apart or not and then explain it.    He doesn't quite understand it but by working it out together he comes to the realization that it's thirds and not fourths.""""",0
tekno_complete,1,1,1,1141,3,1,"When student couldn't articulate his thinking the teacher asked him questions to help him make sense of the task. Student seems worried about exactly placing the runners - teacher was not directive """"go ahead and make your mark here"""" Teacher asked student if everyone runs about the same amount and student says no - evidently because it's not exact. Student confuses the number of marks as the distance each person has run and replies 2/4. Teacher asks student to tell what he's thinking about it and student revises to 1/4. She again asks him to share his thinking. Once it's clear that he's looking at the marks rather than the distance she asks him to use his fingers to show the distance one person runs to see if that will help him see the fraction as 1/3. He never gets to 1/3 on the clip but does say the race is divided into 3. Her statement """"if that is what you think write it down"""" doesn't say yes or no but supports his thinking.  There is less leading in this clip; the teacher appears to want to understand this child's thinking so she can help him make sense of the problem.""""",0
tekno_complete,0,1,1,1142,3,1,"This is a common problem in fraction understanding.  He is counting the parts at the lines rather than where the person is actually running.  The teacher is explaining it in an interesting and meaningful way.""""",0
tekno_complete,0,1,0,1143,3,0,She made the child think about what he  was doing wrong and helped him to figure it out  himself,0
tekno_complete,0,0,1,1144,3,1,"The teacher here was using the idea of a race something students should know to help them understand the meaning of fractions. With this particular student the teacher used several strategies to see if this student knew what he was doing. The first thing she did was to ask him to draw the race or what distance the students ran with a series of questions. Here she saw that he knew how to divide the track into approximately the three lengths for the three runners. When she asked him to write a fraction or number name to label the distance she saw that he was counting the 4 points and not the actual space that each runner ran. So see had him gauge the space with his fingers. I really liked how she went about analyzing what the student knew with questions and how she switched methods to help him discover the correct answer.""""",0
tekno_complete,0,1,0,1145,3,1,"I liked how the teacher let the student do all of the investigating.  The student came up with all of the answers while the teacher lead them in the right direction by asking the """"right"""" questions.""""",0
tekno_complete,0,1,0,1146,3,0,you could use many different examples to approach this; this one works well,0
tekno_complete,0,1,0,1147,3,1,nice work by the teacher in finding out what the student is thinking and what mistake he is making. Though I am not so sure that she finished the problem before moving to another kid. she should have finished the problem here and then moved on.,1
tekno_complete,1,0,1,1148,3,1,This student is confused about reading fractions on a number line. When she divides the race into parts he is able to respond with the correct answer. Asking students to explain their thinking is always to best way to find out what is going on in their mind about the concept being covered.,0
tekno_complete,0,None,0,1149,3,0,The teacher does a great job,0
tekno_complete,1,0,0,1150,3,1,The teacher did a good job of guiding the student to make the marks to represent the race distances.  She guided him to begin to recognize that there are 3 parts to the race.  Then she left him hanging...she needed to continue monitoring him as he wrote the fraction to represent each part.,1
tekno_complete,1,0,1,1151,3,2,"Asks students to explain thinking before given individual instruction gives the teacher background to build on. However she never waits for him to explain just begins to guide him. I liked that later on she used  """" tell me about your thinking"""". By using this consistently she is not giving signals of right or wrong to the student. Started to get him to understanding parts rather than lines but then never concluded this idea with the student.""""",0
tekno_complete,1,None,0,1152,3,2,"In this clip the teacher does not jump right in to telling the student an algorithm to use or the correct answer.  Instead this teacher takes the time to let the student really explain their thinking thereby giving the teacher insight into where the student's misunderstanding lies.  She then takes the time to guide the student back on track; not by providing the student with the correct answer but by having the student discover for themselves (with gentle guidance) not only the proper procedure for answering the question buy developing a stronger understanding of the concept as well.""""",0
tekno_complete,0,0,1,1153,3,1,Good kinetic connection to the worksheet by using the students finger to get at the length of the segments making the total distance.  The teacher's questioning wasn't completely clear that she wanted a part of a whole when she asked the student to identify a name for each part of the race the runners ran.  I like this worksheet.  I think it provides good practice on identifying fractions and connecting to geometry.,0
tekno_complete,0,1,1,1154,3,0,"I think the teacher are doing good if the teacher introduce more denominator facts it will be better""""",1
tekno_complete,2,1,2,1155,3,2,"The student was having difficulty labeling the fractional parts on a number line. The first scenario was about 3 people running a race. The student was able to indicate the amount each person ran of the race by signifying the amount on a number line. After discussing the number of people running the race the student interpreted the four marks for the 3 spaces on the number line as representing fourths. The teacher guided through the mathematical reasoning and asked the student to clarify what he was thinking. This allowed her to identify the mistakes in the process and guide the student to discovering his errors. At no time did she say that the student was wrong. She guided him to re-evaluating his thinking and helped him realize the first """"race"""" was divided into thirds not fourths as the student originally thought. Even though the student had four marks delineating the fractional parts of the race the teacher had the student use his fingers to show the fractional amount run for each part. With the 3 people running the relay race the student then understood that each person ran 1/3 of the race and that each leg of the race represented 1/3 of the total race. Having the student revert back to the concrete manipulation of the number line using his fingers helped the student to clearly see the number line parts and understand that he was partially correct in the process he was trying to demonstrate. I might have taken it a step further and had the student label each space as 1/3 2/3 and then 3/3 for the finish and a 0 for the starting line.""""",2
tekno_complete,0,0,0,1156,3,1,I liked how the teacher asked the student about his thinking.   This allowed her to get  a better understanding of what he was thinking and  where she needed to go from there.,0
tekno_complete,1,0,2,1157,3,2,The student thought there was 4 parts because he was counting the lines and not the actual parts.  The teacher came up with a good way to get him to see the parts.  I would have liked to see the student write down the fraction for each part and then add them up to see that the sum is 1 and that equals the whole race.,2
tekno_complete,0,1,1,1158,3,2,"This teacher interacted with the student very well.  I like the teacher saying """"Tell me what you are thinking.""""  It is much better to know how the student is thinking and then if needed correct that thought process rather than just repeating what you already """"taught"""" them.   The teacher also did well asking the student to use his fingers to show what was happening on the track (number line) - visuals are very helpful for many students.    The only negative I found in this clip was that at the end of the clip the teacher said """"If that's what you think then write it down.""""  Then the teacher moved on to another student.  That original student needed the positive reinforcement of the teacher saying """"You got it!  Now write it down and try to work the next problem.""""""""",1
tekno_complete,,1,,1159,3,,,
tekno_complete,0,0,0,1160,3,1,"""What do you think of this race"""" was a good opener question from the teacher.  I like how the teacher gets the student to explain his answer even when it was incorrect so that he could get to the correct answer.""""",0
tekno_complete,1,1,1,1161,3,1,"I like the phrase """"tell me about your thinking"""". However the 3 part example wasn't really his thinking it was her asking him to count parts. He never verbalized """"this is 1/3 of the race"""" and I don't think it was clear to him that the 3 was the denominator.""""",0
tekno_complete,1,None,1,1162,3,1,"The student appears to be having a difficult time understanding how to interpret fractions on a number line.  The teacher is asking questions to help him think about his answers rather than telling him how to do it  or whether he is right or wrong.  By visually seeing the parts by using his fingers he was finally able to get it.""""",0
tekno_complete,1,0,1,1163,3,1,she was very supportive of his working the problem and prompted him to explain his thinking to her to see if he could catch his own mistake.  Then when he was still confused she prompted him to physically show her the legs of the race.  She never told him the answer.,0
tekno_complete,1,0,0,1164,3,1,This teacher is really guiding him towards the answer. There is no peer interaction. She could have had students act out the race. The student is doing minimal thinking on his own.,1
tekno_complete,1,1,1,1165,3,1,"The student was stuck on how many lines from each persons starting and ending for the race.    The teacher did a good job of having the student visually show how many parts the line was divided up by so it helped this student understand in the end that we are dealing with thirds not fourths.""""",0
tekno_complete,0,0,1,1166,3,1,"The teacher asks the students a lot of questions.  The teacher asks the student to explain his thinking and in doing so gets a better understanding of how the student is making an error.  The teacher then can ask a better question to help guide the student's thinking.  The teacher left the student with """"if you think it is right write down your answer.""""  Some students might notice that the teacher only does this when they are right (there were instances of wrong answers where the teacher did not say write it down if you think it is right) but other students might be left wondering if they understood.  Reviewing what the student did to get the answer might help solidify understanding.  If that is the end of the interaction we do not see if the student understood to write 1/3 for the first part of the interval and 2/3 for the second part of the interval ... relating the work to the directions.""""",0
tekno_complete,1,None,0,1167,3,0,The student at first had a very tough time figuring the number of participants which was three to the length. There towards the end though the teacher had him on the right track.,0
tekno_complete,0,1,1,1168,3,2,"""Tell me what you're thinking so far. What do you think about..."""". What great opening questions to a student who is obviously stuck and needs a nudge in the right direction. Good patience waiting for an answer that is obviously being given some thought. Followed by good instruction """"Okay put your mark here"""". Good next connected question """"Did each person run the same distance?"""" When he replies """"no"""" (wrong answer) she doesn't  miss a beat and asks if perhaps is it close enough (instead of correcting him or pointing out the small error). Asks question (long wait) and then asks student to """"tell me about your thinking."""" (wow).  Then """"Jorge use your fingers to show me"""". (nice and personal). Then finally """"if that's what you think then write it down."""" I teach high school and I plan to use some of these verbal cues.""""",0
tekno_complete,1,0,1,1169,3,1,I can see how the student was confused.  He seemed to be counting all the parts or the tick marks that were on the line.  The teacher I think did a good job changing it for him or turning him around the make it better for him to understand about how many parts are there in the race.,0
tekno_complete,0,1,0,1170,3,1,"This teacher used 1-1.  She used questions to encourage critical thinking e.g.. How many tell me about your thinking.  When that did not get Jorge back on track she suggest using fingers.  So their were multiple approaches.  She called him """"My darling"""" which is sweet.  The student was clearing attentive and trying and getting somewhere.""""",0
tekno_complete,1,1,1,1171,3,2,"I thought this interaction was a very positive learning experience for this student.  The teacher starts by asking the student to explain what he's thinking so far.  Although the student was silent the teacher did not tell him anything -- instead she asked a series of questions that helped the student understand what the question was asking.  She allowed wait time to ensure the student was thinking and never told him he was right or wrong.  When the student said that the distance was one-fourth the teacher did not say he was wrong instead she asked the student to explain his thinking so she could understand what his misconceptions were.  When she understood that he was not seeing a distance she asked Jorge to use his fingers to show how """"far"""" the person runs in each leg of the race.  The student was able to see his error and correct it without being told he was wrong.  In fact she never even told him he was right at the end.  The student seemed comfortable taking risks with his answers and was repeatedly asked to explain his thinking.  The teacher was patient and the student seemed to understand that it was his job to make sense of the mathematics.""""",0
tekno_complete,1,1,0,1172,3,1,"The student seemed to be struggling hard and not really grasping the concept. Also the interruption just when he began to comprehend along with the teachers statement """"if you think that is right"""" did not serve the child well.""""",0
tekno_complete,1,2,1,1173,3,1,"I thought that the teacher was more focused and more calm with the student than the other teacher. It was also less noisy in the room. The student was making an error because he was counting the dots he had made and not realizing that there were three segments. This is why he was phrasing things in fourths not thirds. The teacher did a good job by having him measure the segments with his hand. I thought this was a very good practical way to demonstrate the correct solution. I thought they had a very good interaction.""""",0
tekno_complete,0,None,0,1174,3,1,"The teacher is using questions and answers and is providing adequate wait time for the student to think about his answer before giving a response.  She is having students explain his thinking or show her how he got his answer.  She isn't correcting him but having him correct himself by explaining what he thinks and seeing if it's true.""""",0
tekno_complete,0,1,0,1175,3,1,"This teacher let the students work much more independently.  I liked how she didn't tell the kid his answer was wrong but let him explain his thinking.  She did keep asking him the same question over and over and some of her questions were very leading.""""",0
tekno_complete,1,1,1,1176,3,1,The student originally confused the 3 parts of the race with the 4 dividing marks.  The teacher guided him by using his fingers as a manipulative and by asking leading questions so that he could discover the answer for himself.,0
tekno_complete,0,n/a,0,1177,3,1,I think the problem is pretty advance and needs a lot of critical thinking on fractions. The teacher does a great job at pushes the child in the right direction but not giving him the answer,0
tekno_complete,0,0,0,1178,3,1,The student working with the teacher can really benefit the student because they get the teachers complete attention.,0
tekno_complete,0,0,0,1179,3,0,First of all the worksheet should have drawings of runners. Helps a lot to interest the students in the problem. I consider in this clip the teacher asked the students more appropriate questions to stimulate reflection and understanding. The student was able to do more.,1
tekno_complete,0,1,2,1180,3,1,"She might have asked him how many sections he has divided it into before she begins questioning him after he has drawn his lines for the runners.  That might have helped him focus on the thirds that she wanted him to see.  She eventually got there but if she'd begun with it that might have helped.  Then she kind of abandoned him and went to someone else.  I'm not sure he got the help or direction that he needed and clearly he didn't get the instruction when it was given the first time from the lesson.""""",2
tekno_complete,1,1,1,1181,3,1,"This teacher asked very good guided questions towards the end of the clip.  The student was on the right thinking track but he was counting the lines and not the actual parts of the race.  This can be a common misconception in many students but the teacher allowed herself to guide without actually giving the student any answers.""""",0
tekno_complete,1,1,1,1182,3,0,"Number lines allow the students to understand how a fraction  and numbers work. So it's easier for them to solve it the teacher in this clip is showing students how to use a number line.""""",0
tekno_complete,0,1,0,1183,3,0,I liked how the teacher in this video didn't make the student feel down or stupid. It really takes a good teacher to have patience.,0
tekno_complete,1,0,1,1184,3,2,"I love the way she asks """"tell me what you're thinking"""" and """"tell me about this part""""--great way to open up conversation.  She asks later """"tell me about your thinking""""--again great!  I knew he was going to say something about fourths and it was good to hear him explain how he found that.  She asked him to use his fingers to show the distance and at that point he realized that he was talking about thirds not fourths.  I felt like she left him hanging by saying """"if that's what you think write it down""""  without giving him some positive feedback.  Then again perhaps she's not wanting to influence his thinking by saying whether he's correct or not.""""",0
tekno_complete,0,1,1,1185,3,0,the teacher was trying to teach the students the amount of fraction using the line.,0
tekno_complete,1,1,0,1186,3,1,"This student didn't seem to have a firm grasp of fractions. I liked the way the teacher said """"explain your thinking"""" and tried to get the student to see how he might make another choice.""""",0
tekno_complete,0,0,1,1187,3,1,The student made the common beginner's mistake of counting the 'marks' rather than the 'sections' of the number line to try to come up with the fractions called for in the problem.  The teacher did a good job of having the student use his fingers to denote the actual sections of the number line to help him come up with the fractions he needed to solve the problem.,0
tekno_complete,0,0,0,1188,3,1,"By using phrases such as """"tell me about your thinking"""" it is clear that the teacher is trying to lead the student to his answer rather than show him how to do it or solve the problem.""""",0
tekno_complete,0,1,0,1189,3,1,The teacher did an excellent job of encouraging independent thinking while getting the student to reason through an incorrect answer.,0
tekno_complete,1,None,1,1190,3,2,"The student is not sure how to begin the problem solving. It appears he is not at all confident about what to do. The teacher helps him to split the line up into three parts and then when he counts the marks instead of the parts she expertly has him use his fingers to show how to count the parts. I like the way she leaves everything open ended and does not give the student the answers. The student is not receiving much feedback however and it appears he could use an injection of self confidence. The teacher can tell him he's doing a great job and even though she doesn't give him the answers or tell him whether he is right she will be telling him he is on the right track and to keep going. I would also check the student next to him and if he looks like he knows what he is doing compare the two papers and get those two students talking about the next problem together.""""",1
tekno_complete,1,1,2,1191,3,1,"This student again had trouble linking the different forms of representation.  He was able to divide the line into thirds but did not seem to link it to the proposed relay race prompt.  I would suspect based on his lack of understanding in reading the instructions together with his unwillingness to offer answers to the teacher beyond a word or two that this student has a significant language barrier.  His idea of fractions is clearly isolated from his understanding of dividing lines into equal segments.  While counting the dividing marks instead of the segments of the lines is a common mistake it betrays a lack of understanding of what a fraction represents.""""",0
tekno_complete,2,1,2,1192,3,2,"The student was uncertain about the answer because he was counting marks rather than thinking practically about the problem. The teacher's questions were good because they got the student to identify the correct answer. He seemed pretty uncertain however. I wonder if a visual representation of a runner (i.e.: stick figure) would have helped him identify the three segments that comprised the denominator.""""",2
tekno_complete,,None,,1193,3,,,
tekno_complete,1,1,0,1194,3,2,"Much different from the other class.  She asked scaffolding questions that he could answer with more than a yes or no.  She asked the same question in different ways until he understood what she was asking he did ALL the writing.  She did not just give him the answer.  When he asked """"is it three.""""  She said """"if that's what you think write it down""""- now he is free to change his thinking and not just write down an answer the teacher said - he has to revisit the problem again and solidify his thought process to decide if he DOES think the answer is three.""""",0
tekno_complete,0,0,0,1195,3,1,"I thought the teacher should good patience and stuck to the question """"tell me about your thinking"""" even thought the student seemed to struggle.  She tried multiple approaches and I believe she would continue until the student made sense of the problem.  She could have gotten down on the student's level and I would have liked to see how this turned out.""""",0
tekno_complete,2,1,2,1196,3,2,"student initially interpreted number of marks as parts of the race finally realized the space between the marks represent the parts and hopefully realized that the parts are always divided by one more mark.  labeling first mark as zero might have helped.""""",2
